Soort,Familie,Haven,Hoeveelheid in kg,Hoeveelheid in EU,year,month
Mul,Bodemvis,Nieuwpoort,3.0,12.0,2013,05
Zeebaars,Bodemvis,Nieuwpoort,1535.0,17900.0,2013,05
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2013,05
Hondshaai,Bodemvis,Nieuwpoort,494.0,202.0,2013,05
Zandhaai,Bodemvis,Nieuwpoort,32.0,14.0,2013,05
Andere soorten,Bodemvis,Nieuwpoort,94.0,104.0,2013,05
Horsmakereel,Pelagische Vis,Nieuwpoort,117.0,64.0,2013,05
Haring,Pelagische Vis,Nieuwpoort,3.0,2.0,2013,05
Makreel,Pelagische Vis,Nieuwpoort,9.0,26.0,2013,05
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2013,05
Andere soorten,Pelagische Vis,Nieuwpoort,2.0,2.0,2013,05
Garnaal,Schaal- en Weekdieren,Nieuwpoort,4149.0,32562.0,2013,05
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,05
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,05
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,05
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,05
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,05
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,05
Inktvis,Schaal- en Weekdieren,Nieuwpoort,1433.0,3138.0,2013,05
Wulk,Schaal- en Weekdieren,Nieuwpoort,180.0,102.0,2013,05
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,05
Schelvis,Bodemvis,Oostende,3107.0,7506.0,2013,06
Kabeljauw,Bodemvis,Oostende,3704.0,14016.0,2013,06
Koolvis,Bodemvis,Oostende,28.0,56.0,2013,06
Wijting,Bodemvis,Oostende,3227.0,5200.0,2013,06
Pollak,Bodemvis,Oostende,148.0,620.0,2013,06
Leng,Bodemvis,Oostende,354.0,908.0,2013,06
Heek,Bodemvis,Oostende,818.0,1702.0,2013,06
Steenbolk,Bodemvis,Oostende,1951.0,1070.0,2013,06
Schol,Bodemvis,Oostende,64376.0,87474.0,2013,06
Bot,Bodemvis,Oostende,15570.0,9314.0,2013,06
Schar,Bodemvis,Oostende,7905.0,4392.0,2013,06
Tong,Bodemvis,Oostende,66685.0,577438.0,2013,06
Tarbot,Bodemvis,Oostende,7146.0,57966.0,2013,06
Griet,Bodemvis,Oostende,2631.0,20222.0,2013,06
Tongschar,Bodemvis,Oostende,7757.0,22600.0,2013,06
Schartong,Bodemvis,Oostende,6153.0,7068.0,2013,06
Heilbot,Bodemvis,Oostende,22.0,334.0,2013,06
Hondstong,Bodemvis,Oostende,323.0,608.0,2013,06
Rog,Bodemvis,Oostende,23284.0,66378.0,2013,06
Rode poon,Bodemvis,Oostende,7456.0,12134.0,2013,06
Grauwe poon,Bodemvis,Oostende,1906.0,582.0,2013,06
Engelse poon,Bodemvis,Oostende,415.0,364.0,2013,06
Zeewolf,Bodemvis,Oostende,3.0,12.0,2013,06
Zeeduivel,Bodemvis,Oostende,12875.0,113802.0,2013,06
Kongeraal,Bodemvis,Oostende,244.0,516.0,2013,06
Roodbaars,Bodemvis,Oostende,0.0,0.0,2013,06
Mul,Bodemvis,Oostende,2162.0,7700.0,2013,06
Zeebaars,Bodemvis,Oostende,573.0,7000.0,2013,06
Doornhaai,Bodemvis,Oostende,0.0,0.0,2013,06
Hondshaai,Bodemvis,Oostende,12085.0,8692.0,2013,06
Zandhaai,Bodemvis,Oostende,131.0,100.0,2013,06
Andere soorten,Bodemvis,Oostende,1394.0,5562.0,2013,06
Horsmakereel,Pelagische Vis,Oostende,52.0,40.0,2013,06
Haring,Pelagische Vis,Oostende,0.0,0.0,2013,06
Makreel,Pelagische Vis,Oostende,331.0,784.0,2013,06
Sprot,Pelagische Vis,Oostende,0.0,0.0,2013,06
Andere soorten,Pelagische Vis,Oostende,671.0,5512.0,2013,06
Garnaal,Schaal- en Weekdieren,Oostende,14792.0,92852.0,2013,06
Langoestine geheel,Schaal- en Weekdieren,Oostende,6171.0,46670.0,2013,06
Langoestine staartje,Schaal- en Weekdieren,Oostende,339.0,4744.0,2013,06
Noordzeekrab,Schaal- en Weekdieren,Oostende,1398.0,3994.0,2013,06
Zeekreeft,Schaal- en Weekdieren,Oostende,22.0,200.0,2013,06
Andere schaaldieren,Schaal- en Weekdieren,Oostende,3.0,4.0,2013,06
Schelpen,Schaal- en Weekdieren,Oostende,1601.0,5588.0,2013,06
Inktvis,Schaal- en Weekdieren,Oostende,5917.0,6832.0,2013,06
Wulk,Schaal- en Weekdieren,Oostende,874.0,1144.0,2013,06
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2013,06
Schelvis,Bodemvis,Zeebrugge,6605.0,14466.0,2013,06
Kabeljauw,Bodemvis,Zeebrugge,7939.0,23016.0,2013,06
Koolvis,Bodemvis,Zeebrugge,21.0,50.0,2013,06
Wijting,Bodemvis,Zeebrugge,3719.0,6616.0,2013,06
Pollak,Bodemvis,Zeebrugge,148.0,640.0,2013,06
Leng,Bodemvis,Zeebrugge,881.0,2104.0,2013,06
Heek,Bodemvis,Zeebrugge,2636.0,4874.0,2013,06
Steenbolk,Bodemvis,Zeebrugge,2741.0,2342.0,2013,06
Schol,Bodemvis,Zeebrugge,97114.0,120946.0,2013,06
Bot,Bodemvis,Zeebrugge,5793.0,3160.0,2013,06
Schar,Bodemvis,Zeebrugge,6232.0,3542.0,2013,06
Tong,Bodemvis,Zeebrugge,129482.0,1254550.0,2013,06
Tarbot,Bodemvis,Zeebrugge,6931.0,58528.0,2013,06
Griet,Bodemvis,Zeebrugge,2590.0,20888.0,2013,06
Tongschar,Bodemvis,Zeebrugge,12550.0,38650.0,2013,06
Schartong,Bodemvis,Zeebrugge,16044.0,19296.0,2013,06
Heilbot,Bodemvis,Zeebrugge,23.0,300.0,2013,06
Hondstong,Bodemvis,Zeebrugge,964.0,1232.0,2013,06
Rog,Bodemvis,Zeebrugge,42104.0,105044.0,2013,06
Rode poon,Bodemvis,Zeebrugge,14738.0,27394.0,2013,06
Grauwe poon,Bodemvis,Zeebrugge,7663.0,2028.0,2013,06
Engelse poon,Bodemvis,Zeebrugge,1761.0,960.0,2013,06
Zeewolf,Bodemvis,Zeebrugge,615.0,2040.0,2013,06
Zeeduivel,Bodemvis,Zeebrugge,54421.0,433360.0,2013,06
Kongeraal,Bodemvis,Zeebrugge,487.0,796.0,2013,06
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2013,06
Mul,Bodemvis,Zeebrugge,3826.0,13274.0,2013,06
Zeebaars,Bodemvis,Zeebrugge,391.0,5458.0,2013,06
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2013,06
Hondshaai,Bodemvis,Zeebrugge,13248.0,8380.0,2013,06
Zandhaai,Bodemvis,Zeebrugge,40.0,18.0,2013,06
Andere soorten,Bodemvis,Zeebrugge,2556.0,8614.0,2013,06
Horsmakereel,Pelagische Vis,Zeebrugge,12.0,12.0,2013,06
Haring,Pelagische Vis,Zeebrugge,0.0,0.0,2013,06
Makreel,Pelagische Vis,Zeebrugge,168.0,392.0,2013,06
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2013,06
Andere soorten,Pelagische Vis,Zeebrugge,1414.0,10096.0,2013,06
Garnaal,Schaal- en Weekdieren,Zeebrugge,3651.0,28866.0,2013,06
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,1904.0,17008.0,2013,06
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,195.0,2994.0,2013,06
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,3336.0,7510.0,2013,06
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,1.0,10.0,2013,06
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,38.0,54.0,2013,06
Schelpen,Schaal- en Weekdieren,Zeebrugge,2381.0,5238.0,2013,06
Inktvis,Schaal- en Weekdieren,Zeebrugge,17411.0,10350.0,2013,06
Wulk,Schaal- en Weekdieren,Zeebrugge,1181.0,942.0,2013,06
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2013,06
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Kabeljauw,Bodemvis,Nieuwpoort,517.0,2224.0,2013,06
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Wijting,Bodemvis,Nieuwpoort,6.0,2.0,2013,06
Pollak,Bodemvis,Nieuwpoort,3.0,12.0,2013,06
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Steenbolk,Bodemvis,Nieuwpoort,3.0,2.0,2013,06
Schol,Bodemvis,Nieuwpoort,859.0,1168.0,2013,06
Bot,Bodemvis,Nieuwpoort,1297.0,584.0,2013,06
Schar,Bodemvis,Nieuwpoort,658.0,622.0,2013,06
Tong,Bodemvis,Nieuwpoort,1599.0,13352.0,2013,06
Tarbot,Bodemvis,Nieuwpoort,30.0,284.0,2013,06
Griet,Bodemvis,Nieuwpoort,369.0,2606.0,2013,06
Tongschar,Bodemvis,Nieuwpoort,185.0,332.0,2013,06
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Rog,Bodemvis,Nieuwpoort,139.0,432.0,2013,06
Rode poon,Bodemvis,Nieuwpoort,15.0,34.0,2013,06
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Engelse poon,Bodemvis,Nieuwpoort,4.0,2.0,2013,06
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Mul,Bodemvis,Nieuwpoort,16.0,186.0,2013,06
Zeebaars,Bodemvis,Nieuwpoort,1408.0,16922.0,2013,06
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2013,06
Hondshaai,Bodemvis,Nieuwpoort,11.0,8.0,2013,06
Zandhaai,Bodemvis,Nieuwpoort,92.0,30.0,2013,06
Andere soorten,Bodemvis,Nieuwpoort,60.0,114.0,2013,06
Horsmakereel,Pelagische Vis,Nieuwpoort,151.0,20.0,2013,06
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2013,06
Makreel,Pelagische Vis,Nieuwpoort,10.0,30.0,2013,06
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2013,06
Andere soorten,Pelagische Vis,Nieuwpoort,3.0,40.0,2013,06
Garnaal,Schaal- en Weekdieren,Nieuwpoort,11814.0,78486.0,2013,06
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,06
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,06
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,06
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,06
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,06
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,06
Inktvis,Schaal- en Weekdieren,Nieuwpoort,53.0,50.0,2013,06
Wulk,Schaal- en Weekdieren,Nieuwpoort,58.0,36.0,2013,06
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,06
Schelvis,Bodemvis,Oostende,7556.0,15608.0,2013,07
Kabeljauw,Bodemvis,Oostende,5519.0,22186.0,2013,07
Koolvis,Bodemvis,Oostende,55.0,98.0,2013,07
Wijting,Bodemvis,Oostende,9704.0,8986.0,2013,07
Pollak,Bodemvis,Oostende,268.0,1016.0,2013,07
Leng,Bodemvis,Oostende,538.0,1368.0,2013,07
Heek,Bodemvis,Oostende,1837.0,3610.0,2013,07
Steenbolk,Bodemvis,Oostende,1190.0,654.0,2013,07
Schol,Bodemvis,Oostende,131685.0,153728.0,2013,07
Bot,Bodemvis,Oostende,15575.0,7552.0,2013,07
Schar,Bodemvis,Oostende,9894.0,5660.0,2013,07
Tong,Bodemvis,Oostende,54815.0,469914.0,2013,07
Tarbot,Bodemvis,Oostende,11481.0,98214.0,2013,07
Griet,Bodemvis,Oostende,2949.0,22588.0,2013,07
Tongschar,Bodemvis,Oostende,6772.0,19068.0,2013,07
Schartong,Bodemvis,Oostende,12312.0,10602.0,2013,07
Heilbot,Bodemvis,Oostende,46.0,668.0,2013,07
Hondstong,Bodemvis,Oostende,1432.0,1486.0,2013,07
Rog,Bodemvis,Oostende,28752.0,51376.0,2013,07
Rode poon,Bodemvis,Oostende,1993.0,2578.0,2013,07
Grauwe poon,Bodemvis,Oostende,2729.0,816.0,2013,07
Engelse poon,Bodemvis,Oostende,623.0,276.0,2013,07
Zeewolf,Bodemvis,Oostende,12.0,56.0,2013,07
Zeeduivel,Bodemvis,Oostende,9199.0,78428.0,2013,07
Kongeraal,Bodemvis,Oostende,302.0,642.0,2013,07
Roodbaars,Bodemvis,Oostende,0.0,0.0,2013,07
Mul,Bodemvis,Oostende,773.0,2680.0,2013,07
Zeebaars,Bodemvis,Oostende,373.0,4544.0,2013,07
Doornhaai,Bodemvis,Oostende,0.0,0.0,2013,07
Hondshaai,Bodemvis,Oostende,8043.0,3594.0,2013,07
Zandhaai,Bodemvis,Oostende,35.0,22.0,2013,07
Andere soorten,Bodemvis,Oostende,1129.0,1446.0,2013,07
Horsmakereel,Pelagische Vis,Oostende,775.0,150.0,2013,07
Haring,Pelagische Vis,Oostende,0.0,0.0,2013,07
Makreel,Pelagische Vis,Oostende,2184.0,3586.0,2013,07
Sprot,Pelagische Vis,Oostende,0.0,0.0,2013,07
Andere soorten,Pelagische Vis,Oostende,245.0,1936.0,2013,07
Garnaal,Schaal- en Weekdieren,Oostende,34757.0,271562.0,2013,07
Langoestine geheel,Schaal- en Weekdieren,Oostende,15014.0,110216.0,2013,07
Langoestine staartje,Schaal- en Weekdieren,Oostende,1332.0,14022.0,2013,07
Noordzeekrab,Schaal- en Weekdieren,Oostende,2352.0,4094.0,2013,07
Zeekreeft,Schaal- en Weekdieren,Oostende,75.0,634.0,2013,07
Andere schaaldieren,Schaal- en Weekdieren,Oostende,0.0,0.0,2013,07
Schelpen,Schaal- en Weekdieren,Oostende,1068.0,2332.0,2013,07
Inktvis,Schaal- en Weekdieren,Oostende,2104.0,1714.0,2013,07
Wulk,Schaal- en Weekdieren,Oostende,119.0,234.0,2013,07
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2013,07
Schelvis,Bodemvis,Zeebrugge,11300.0,23324.0,2013,07
Kabeljauw,Bodemvis,Zeebrugge,17790.0,47920.0,2013,07
Koolvis,Bodemvis,Zeebrugge,133.0,272.0,2013,07
Wijting,Bodemvis,Zeebrugge,6110.0,7296.0,2013,07
Pollak,Bodemvis,Zeebrugge,959.0,4040.0,2013,07
Leng,Bodemvis,Zeebrugge,1311.0,3966.0,2013,07
Heek,Bodemvis,Zeebrugge,3740.0,7440.0,2013,07
Steenbolk,Bodemvis,Zeebrugge,1421.0,712.0,2013,07
Schol,Bodemvis,Zeebrugge,178515.0,204622.0,2013,07
Bot,Bodemvis,Zeebrugge,9012.0,4342.0,2013,07
Schar,Bodemvis,Zeebrugge,10858.0,6318.0,2013,07
Tong,Bodemvis,Zeebrugge,177197.0,1794112.0,2013,07
Tarbot,Bodemvis,Zeebrugge,10941.0,106960.0,2013,07
Griet,Bodemvis,Zeebrugge,5362.0,43092.0,2013,07
Tongschar,Bodemvis,Zeebrugge,21689.0,64168.0,2013,07
Schartong,Bodemvis,Zeebrugge,41033.0,34156.0,2013,07
Heilbot,Bodemvis,Zeebrugge,12.0,138.0,2013,07
Hondstong,Bodemvis,Zeebrugge,3503.0,4936.0,2013,07
Rog,Bodemvis,Zeebrugge,75629.0,126742.0,2013,07
Rode poon,Bodemvis,Zeebrugge,14004.0,20536.0,2013,07
Grauwe poon,Bodemvis,Zeebrugge,16071.0,4938.0,2013,07
Engelse poon,Bodemvis,Zeebrugge,2669.0,1136.0,2013,07
Zeewolf,Bodemvis,Zeebrugge,1103.0,3798.0,2013,07
Zeeduivel,Bodemvis,Zeebrugge,64516.0,531354.0,2013,07
Kongeraal,Bodemvis,Zeebrugge,1083.0,2134.0,2013,07
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2013,07
Mul,Bodemvis,Zeebrugge,2434.0,14312.0,2013,07
Zeebaars,Bodemvis,Zeebrugge,189.0,2172.0,2013,07
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2013,07
Hondshaai,Bodemvis,Zeebrugge,20626.0,8474.0,2013,07
Zandhaai,Bodemvis,Zeebrugge,84.0,40.0,2013,07
Andere soorten,Bodemvis,Zeebrugge,580.0,1320.0,2013,07
Horsmakereel,Pelagische Vis,Zeebrugge,1071.0,76.0,2013,07
Haring,Pelagische Vis,Zeebrugge,14.0,54.0,2013,07
Makreel,Pelagische Vis,Zeebrugge,4063.0,7762.0,2013,07
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2013,07
Andere soorten,Pelagische Vis,Zeebrugge,269.0,1742.0,2013,07
Garnaal,Schaal- en Weekdieren,Zeebrugge,7936.0,66014.0,2013,07
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,5588.0,44784.0,2013,07
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,817.0,7772.0,2013,07
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,6761.0,9508.0,2013,07
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,13.0,112.0,2013,07
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,16.0,22.0,2013,07
Schelpen,Schaal- en Weekdieren,Zeebrugge,3147.0,5882.0,2013,07
Inktvis,Schaal- en Weekdieren,Zeebrugge,10074.0,5870.0,2013,07
Wulk,Schaal- en Weekdieren,Zeebrugge,671.0,654.0,2013,07
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2013,07
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Kabeljauw,Bodemvis,Nieuwpoort,9.0,26.0,2013,07
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Wijting,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Schol,Bodemvis,Nieuwpoort,479.0,730.0,2013,07
Bot,Bodemvis,Nieuwpoort,1705.0,700.0,2013,07
Schar,Bodemvis,Nieuwpoort,16.0,18.0,2013,07
Tong,Bodemvis,Nieuwpoort,3634.0,32248.0,2013,07
Tarbot,Bodemvis,Nieuwpoort,16.0,110.0,2013,07
Griet,Bodemvis,Nieuwpoort,3.0,14.0,2013,07
Tongschar,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Rog,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Rode poon,Bodemvis,Nieuwpoort,1.0,0.0,2013,07
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Zeebaars,Bodemvis,Nieuwpoort,11.0,156.0,2013,07
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Hondshaai,Bodemvis,Nieuwpoort,0.0,0.0,2013,07
Zandhaai,Bodemvis,Nieuwpoort,15.0,4.0,2013,07
Andere soorten,Bodemvis,Nieuwpoort,192.0,154.0,2013,07
Horsmakereel,Pelagische Vis,Nieuwpoort,343.0,48.0,2013,07
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2013,07
Makreel,Pelagische Vis,Nieuwpoort,11.0,24.0,2013,07
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2013,07
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2013,07
Garnaal,Schaal- en Weekdieren,Nieuwpoort,8349.0,70762.0,2013,07
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Inktvis,Schaal- en Weekdieren,Nieuwpoort,75.0,16.0,2013,07
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2013,07
Schelvis,Bodemvis,Oostende,7299.0,12798.0,2013,08
Kabeljauw,Bodemvis,Oostende,10801.0,33860.0,2013,08
Koolvis,Bodemvis,Oostende,30.0,52.0,2013,08
Wijting,Bodemvis,Oostende,15306.0,13734.0,2013,08
Pollak,Bodemvis,Oostende,206.0,788.0,2013,08
Leng,Bodemvis,Oostende,400.0,1102.0,2013,08
Heek,Bodemvis,Oostende,963.0,1758.0,2013,08
Steenbolk,Bodemvis,Oostende,1016.0,540.0,2013,08
Schol,Bodemvis,Oostende,103403.0,128716.0,2013,08
Bot,Bodemvis,Oostende,10361.0,5542.0,2013,08
Schar,Bodemvis,Oostende,9351.0,5676.0,2013,08
Tong,Bodemvis,Oostende,30284.0,294386.0,2013,08
Tarbot,Bodemvis,Oostende,9786.0,97874.0,2013,08
Griet,Bodemvis,Oostende,5094.0,35254.0,2013,08
Tongschar,Bodemvis,Oostende,10517.0,36738.0,2013,08
Schartong,Bodemvis,Oostende,10638.0,8330.0,2013,08
Heilbot,Bodemvis,Oostende,2.0,20.0,2013,08
Hondstong,Bodemvis,Oostende,1689.0,2748.0,2013,08
Rog,Bodemvis,Oostende,46794.0,55910.0,2013,08
Rode poon,Bodemvis,Oostende,5997.0,14908.0,2013,08
Grauwe poon,Bodemvis,Oostende,138.0,52.0,2013,08
Engelse poon,Bodemvis,Oostende,4909.0,2552.0,2013,08
Zeewolf,Bodemvis,Oostende,161.0,556.0,2013,08
Zeeduivel,Bodemvis,Oostende,6272.0,65002.0,2013,08
Kongeraal,Bodemvis,Oostende,248.0,404.0,2013,08
Roodbaars,Bodemvis,Oostende,0.0,0.0,2013,08
Mul,Bodemvis,Oostende,902.0,6382.0,2013,08
Zeebaars,Bodemvis,Oostende,162.0,1924.0,2013,08
Doornhaai,Bodemvis,Oostende,0.0,0.0,2013,08
Hondshaai,Bodemvis,Oostende,6865.0,3832.0,2013,08
Zandhaai,Bodemvis,Oostende,48.0,26.0,2013,08
Andere soorten,Bodemvis,Oostende,392.0,752.0,2013,08
Horsmakereel,Pelagische Vis,Oostende,1624.0,484.0,2013,08
Haring,Pelagische Vis,Oostende,0.0,0.0,2013,08
Makreel,Pelagische Vis,Oostende,3881.0,3472.0,2013,08
Sprot,Pelagische Vis,Oostende,0.0,0.0,2013,08
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2013,08
Garnaal,Schaal- en Weekdieren,Oostende,31943.0,189030.0,2013,08
Langoestine geheel,Schaal- en Weekdieren,Oostende,24724.0,173878.0,2013,08
Langoestine staartje,Schaal- en Weekdieren,Oostende,1919.0,16264.0,2013,08
Noordzeekrab,Schaal- en Weekdieren,Oostende,2202.0,3232.0,2013,08
Zeekreeft,Schaal- en Weekdieren,Oostende,28.0,212.0,2013,08
Andere schaaldieren,Schaal- en Weekdieren,Oostende,0.0,0.0,2013,08
Schelpen,Schaal- en Weekdieren,Oostende,1694.0,3950.0,2013,08
Inktvis,Schaal- en Weekdieren,Oostende,2784.0,11152.0,2013,08
Wulk,Schaal- en Weekdieren,Oostende,355.0,518.0,2013,08
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2013,08
Schelvis,Bodemvis,Zeebrugge,13456.0,21488.0,2013,08
Kabeljauw,Bodemvis,Zeebrugge,18931.0,59132.0,2013,08
Koolvis,Bodemvis,Zeebrugge,129.0,210.0,2013,08
Wijting,Bodemvis,Zeebrugge,6783.0,8052.0,2013,08
Pollak,Bodemvis,Zeebrugge,754.0,3102.0,2013,08
Leng,Bodemvis,Zeebrugge,1775.0,4998.0,2013,08
Heek,Bodemvis,Zeebrugge,3938.0,5900.0,2013,08
Steenbolk,Bodemvis,Zeebrugge,3471.0,1710.0,2013,08
Schol,Bodemvis,Zeebrugge,238567.0,309468.0,2013,08
Bot,Bodemvis,Zeebrugge,5268.0,2522.0,2013,08
Schar,Bodemvis,Zeebrugge,15063.0,9488.0,2013,08
Tong,Bodemvis,Zeebrugge,106741.0,1152238.0,2013,08
Tarbot,Bodemvis,Zeebrugge,17348.0,167132.0,2013,08
Griet,Bodemvis,Zeebrugge,8310.0,58444.0,2013,08
Tongschar,Bodemvis,Zeebrugge,25550.0,84534.0,2013,08
Schartong,Bodemvis,Zeebrugge,52912.0,35144.0,2013,08
Heilbot,Bodemvis,Zeebrugge,9.0,126.0,2013,08
Hondstong,Bodemvis,Zeebrugge,3984.0,3312.0,2013,08
Rog,Bodemvis,Zeebrugge,122217.0,183324.0,2013,08
Rode poon,Bodemvis,Zeebrugge,8683.0,14896.0,2013,08
Grauwe poon,Bodemvis,Zeebrugge,7521.0,2274.0,2013,08
Engelse poon,Bodemvis,Zeebrugge,5362.0,2516.0,2013,08
Zeewolf,Bodemvis,Zeebrugge,1385.0,5096.0,2013,08
Zeeduivel,Bodemvis,Zeebrugge,36508.0,342750.0,2013,08
Kongeraal,Bodemvis,Zeebrugge,935.0,1644.0,2013,08
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2013,08
Mul,Bodemvis,Zeebrugge,399.0,2810.0,2013,08
Zeebaars,Bodemvis,Zeebrugge,252.0,3290.0,2013,08
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2013,08
Hondshaai,Bodemvis,Zeebrugge,15767.0,8166.0,2013,08
Zandhaai,Bodemvis,Zeebrugge,84.0,38.0,2013,08
Andere soorten,Bodemvis,Zeebrugge,79.0,262.0,2013,08
Horsmakereel,Pelagische Vis,Zeebrugge,300.0,110.0,2013,08
Haring,Pelagische Vis,Zeebrugge,0.0,0.0,2013,08
Makreel,Pelagische Vis,Zeebrugge,1361.0,2830.0,2013,08
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2013,08
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2013,08
Garnaal,Schaal- en Weekdieren,Zeebrugge,10239.0,76890.0,2013,08
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,4792.0,33080.0,2013,08
