Soort,Familie,Haven,Hoeveelheid in kg,Hoeveelheid in EU,year,month
Schol,Bodemvis,Zeebrugge,208764.0,310036.0,2015,06
Bot,Bodemvis,Zeebrugge,3961.0,2518.0,2015,06
Schar,Bodemvis,Zeebrugge,5418.0,3132.0,2015,06
Tong,Bodemvis,Zeebrugge,146263.0,1648806.0,2015,06
Tarbot,Bodemvis,Zeebrugge,9509.0,96774.0,2015,06
Griet,Bodemvis,Zeebrugge,4660.0,40832.0,2015,06
Tongschar,Bodemvis,Zeebrugge,25801.0,127818.0,2015,06
Schartong,Bodemvis,Zeebrugge,10573.0,22308.0,2015,06
Heilbot,Bodemvis,Zeebrugge,98.0,1306.0,2015,06
Hondstong,Bodemvis,Zeebrugge,567.0,1384.0,2015,06
Rog,Bodemvis,Zeebrugge,74369.0,151986.0,2015,06
Rode poon,Bodemvis,Zeebrugge,9916.0,12904.0,2015,06
Grauwe poon,Bodemvis,Zeebrugge,2614.0,810.0,2015,06
Engelse poon,Bodemvis,Zeebrugge,760.0,466.0,2015,06
Zeewolf,Bodemvis,Zeebrugge,4251.0,14832.0,2015,06
Zeeduivel,Bodemvis,Zeebrugge,25867.0,261704.0,2015,06
Kongeraal,Bodemvis,Zeebrugge,671.0,854.0,2015,06
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2015,06
Mul,Bodemvis,Zeebrugge,1746.0,5980.0,2015,06
Zeebaars,Bodemvis,Zeebrugge,603.0,9360.0,2015,06
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2015,06
Hondshaai,Bodemvis,Zeebrugge,31052.0,13920.0,2015,06
Zandhaai,Bodemvis,Zeebrugge,67.0,18.0,2015,06
Andere soorten,Bodemvis,Zeebrugge,107.0,98.0,2015,06
Horsmakereel,Pelagische Vis,Zeebrugge,17.0,22.0,2015,06
Haring,Pelagische Vis,Zeebrugge,0.0,0.0,2015,06
Makreel,Pelagische Vis,Zeebrugge,16.0,32.0,2015,06
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2015,06
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2015,06
Garnaal,Schaal- en Weekdieren,Zeebrugge,20.0,160.0,2015,06
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,121.0,1030.0,2015,06
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,467.0,3728.0,2015,06
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,5286.0,7846.0,2015,06
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,39.0,398.0,2015,06
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,528.0,104.0,2015,06
Schelpen,Schaal- en Weekdieren,Zeebrugge,4253.0,12262.0,2015,06
Inktvis,Schaal- en Weekdieren,Zeebrugge,13613.0,28168.0,2015,06
Wulk,Schaal- en Weekdieren,Zeebrugge,2271.0,2624.0,2015,06
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2015,06
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Kabeljauw,Bodemvis,Nieuwpoort,16.0,46.0,2015,06
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Wijting,Bodemvis,Nieuwpoort,29.0,18.0,2015,06
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Steenbolk,Bodemvis,Nieuwpoort,48.0,30.0,2015,06
Schol,Bodemvis,Nieuwpoort,4410.0,6040.0,2015,06
Bot,Bodemvis,Nieuwpoort,1650.0,558.0,2015,06
Schar,Bodemvis,Nieuwpoort,278.0,258.0,2015,06
Tong,Bodemvis,Nieuwpoort,5337.0,64520.0,2015,06
Tarbot,Bodemvis,Nieuwpoort,162.0,1498.0,2015,06
Griet,Bodemvis,Nieuwpoort,169.0,1502.0,2015,06
Tongschar,Bodemvis,Nieuwpoort,96.0,470.0,2015,06
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Rog,Bodemvis,Nieuwpoort,335.0,982.0,2015,06
Rode poon,Bodemvis,Nieuwpoort,41.0,64.0,2015,06
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Zeeduivel,Bodemvis,Nieuwpoort,24.0,138.0,2015,06
Kongeraal,Bodemvis,Nieuwpoort,35.0,30.0,2015,06
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Mul,Bodemvis,Nieuwpoort,3.0,0.0,2015,06
Zeebaars,Bodemvis,Nieuwpoort,14.0,196.0,2015,06
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2015,06
Hondshaai,Bodemvis,Nieuwpoort,682.0,370.0,2015,06
Zandhaai,Bodemvis,Nieuwpoort,151.0,58.0,2015,06
Andere soorten,Bodemvis,Nieuwpoort,5.0,12.0,2015,06
Horsmakereel,Pelagische Vis,Nieuwpoort,46.0,10.0,2015,06
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,06
Makreel,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,06
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,06
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,06
Garnaal,Schaal- en Weekdieren,Nieuwpoort,1778.0,15688.0,2015,06
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,06
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,06
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,164.0,58.0,2015,06
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,5.0,34.0,2015,06
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,06
Schelpen,Schaal- en Weekdieren,Nieuwpoort,244.0,950.0,2015,06
Inktvis,Schaal- en Weekdieren,Nieuwpoort,368.0,602.0,2015,06
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,06
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,06
Schelvis,Bodemvis,Oostende,4913.0,9358.0,2015,07
Kabeljauw,Bodemvis,Oostende,10881.0,30876.0,2015,07
Koolvis,Bodemvis,Oostende,39.0,64.0,2015,07
Wijting,Bodemvis,Oostende,4150.0,6052.0,2015,07
Pollak,Bodemvis,Oostende,497.0,1492.0,2015,07
Leng,Bodemvis,Oostende,227.0,684.0,2015,07
Heek,Bodemvis,Oostende,1803.0,3164.0,2015,07
Steenbolk,Bodemvis,Oostende,1601.0,1408.0,2015,07
Schol,Bodemvis,Oostende,117484.0,179228.0,2015,07
Bot,Bodemvis,Oostende,10681.0,4222.0,2015,07
Schar,Bodemvis,Oostende,4214.0,3154.0,2015,07
Tong,Bodemvis,Oostende,57133.0,594828.0,2015,07
Tarbot,Bodemvis,Oostende,8610.0,99746.0,2015,07
Griet,Bodemvis,Oostende,4834.0,43916.0,2015,07
Tongschar,Bodemvis,Oostende,8093.0,39438.0,2015,07
Schartong,Bodemvis,Oostende,5149.0,10120.0,2015,07
Heilbot,Bodemvis,Oostende,4.0,48.0,2015,07
Hondstong,Bodemvis,Oostende,645.0,1816.0,2015,07
Rog,Bodemvis,Oostende,50550.0,88802.0,2015,07
Rode poon,Bodemvis,Oostende,2551.0,3138.0,2015,07
Grauwe poon,Bodemvis,Oostende,345.0,82.0,2015,07
Engelse poon,Bodemvis,Oostende,287.0,82.0,2015,07
Zeewolf,Bodemvis,Oostende,731.0,2264.0,2015,07
Zeeduivel,Bodemvis,Oostende,4742.0,44018.0,2015,07
Kongeraal,Bodemvis,Oostende,263.0,360.0,2015,07
Roodbaars,Bodemvis,Oostende,0.0,0.0,2015,07
Mul,Bodemvis,Oostende,571.0,1248.0,2015,07
Zeebaars,Bodemvis,Oostende,719.0,9894.0,2015,07
Doornhaai,Bodemvis,Oostende,0.0,0.0,2015,07
Hondshaai,Bodemvis,Oostende,12372.0,5954.0,2015,07
Zandhaai,Bodemvis,Oostende,416.0,110.0,2015,07
Andere soorten,Bodemvis,Oostende,366.0,526.0,2015,07
Horsmakereel,Pelagische Vis,Oostende,51.0,50.0,2015,07
Haring,Pelagische Vis,Oostende,0.0,0.0,2015,07
Makreel,Pelagische Vis,Oostende,3.0,2.0,2015,07
Sprot,Pelagische Vis,Oostende,0.0,0.0,2015,07
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2015,07
Garnaal,Schaal- en Weekdieren,Oostende,7871.0,54170.0,2015,07
Langoestine geheel,Schaal- en Weekdieren,Oostende,10091.0,81836.0,2015,07
Langoestine staartje,Schaal- en Weekdieren,Oostende,2847.0,23852.0,2015,07
Noordzeekrab,Schaal- en Weekdieren,Oostende,2315.0,3818.0,2015,07
Zeekreeft,Schaal- en Weekdieren,Oostende,128.0,1240.0,2015,07
Andere schaaldieren,Schaal- en Weekdieren,Oostende,45.0,70.0,2015,07
Schelpen,Schaal- en Weekdieren,Oostende,2029.0,6490.0,2015,07
Inktvis,Schaal- en Weekdieren,Oostende,10920.0,24564.0,2015,07
Wulk,Schaal- en Weekdieren,Oostende,1382.0,1558.0,2015,07
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2015,07
Schelvis,Bodemvis,Zeebrugge,7270.0,14780.0,2015,07
Kabeljauw,Bodemvis,Zeebrugge,46203.0,137904.0,2015,07
Koolvis,Bodemvis,Zeebrugge,282.0,514.0,2015,07
Wijting,Bodemvis,Zeebrugge,3221.0,5022.0,2015,07
Pollak,Bodemvis,Zeebrugge,1378.0,4630.0,2015,07
Leng,Bodemvis,Zeebrugge,1039.0,3182.0,2015,07
Heek,Bodemvis,Zeebrugge,6723.0,10668.0,2015,07
Steenbolk,Bodemvis,Zeebrugge,2564.0,1884.0,2015,07
Schol,Bodemvis,Zeebrugge,147884.0,222872.0,2015,07
Bot,Bodemvis,Zeebrugge,8878.0,3794.0,2015,07
Schar,Bodemvis,Zeebrugge,3462.0,2986.0,2015,07
Tong,Bodemvis,Zeebrugge,180085.0,2017684.0,2015,07
Tarbot,Bodemvis,Zeebrugge,7915.0,92698.0,2015,07
Griet,Bodemvis,Zeebrugge,5773.0,52910.0,2015,07
Tongschar,Bodemvis,Zeebrugge,20312.0,98120.0,2015,07
Schartong,Bodemvis,Zeebrugge,15417.0,29464.0,2015,07
Heilbot,Bodemvis,Zeebrugge,15.0,192.0,2015,07
Hondstong,Bodemvis,Zeebrugge,1661.0,4090.0,2015,07
Rog,Bodemvis,Zeebrugge,82553.0,133972.0,2015,07
Rode poon,Bodemvis,Zeebrugge,12915.0,16730.0,2015,07
Grauwe poon,Bodemvis,Zeebrugge,8704.0,2638.0,2015,07
Engelse poon,Bodemvis,Zeebrugge,936.0,454.0,2015,07
Zeewolf,Bodemvis,Zeebrugge,4844.0,17368.0,2015,07
Zeeduivel,Bodemvis,Zeebrugge,39576.0,378386.0,2015,07
Kongeraal,Bodemvis,Zeebrugge,1017.0,1388.0,2015,07
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2015,07
Mul,Bodemvis,Zeebrugge,1469.0,3070.0,2015,07
Zeebaars,Bodemvis,Zeebrugge,328.0,4244.0,2015,07
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2015,07
Hondshaai,Bodemvis,Zeebrugge,22335.0,11894.0,2015,07
Zandhaai,Bodemvis,Zeebrugge,298.0,100.0,2015,07
Andere soorten,Bodemvis,Zeebrugge,181.0,266.0,2015,07
Horsmakereel,Pelagische Vis,Zeebrugge,25.0,30.0,2015,07
Haring,Pelagische Vis,Zeebrugge,0.0,0.0,2015,07
Makreel,Pelagische Vis,Zeebrugge,0.0,0.0,2015,07
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2015,07
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2015,07
Garnaal,Schaal- en Weekdieren,Zeebrugge,3179.0,22646.0,2015,07
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,853.0,3356.0,2015,07
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,1523.0,10256.0,2015,07
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,9612.0,10958.0,2015,07
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,40.0,578.0,2015,07
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,80.0,168.0,2015,07
Schelpen,Schaal- en Weekdieren,Zeebrugge,4154.0,8796.0,2015,07
Inktvis,Schaal- en Weekdieren,Zeebrugge,11018.0,17784.0,2015,07
Wulk,Schaal- en Weekdieren,Zeebrugge,404.0,570.0,2015,07
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2015,07
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Kabeljauw,Bodemvis,Nieuwpoort,1.0,2.0,2015,07
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Wijting,Bodemvis,Nieuwpoort,12.0,6.0,2015,07
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Steenbolk,Bodemvis,Nieuwpoort,45.0,16.0,2015,07
Schol,Bodemvis,Nieuwpoort,1394.0,1822.0,2015,07
Bot,Bodemvis,Nieuwpoort,1427.0,482.0,2015,07
Schar,Bodemvis,Nieuwpoort,56.0,54.0,2015,07
Tong,Bodemvis,Nieuwpoort,4390.0,57708.0,2015,07
Tarbot,Bodemvis,Nieuwpoort,95.0,1016.0,2015,07
Griet,Bodemvis,Nieuwpoort,80.0,700.0,2015,07
Tongschar,Bodemvis,Nieuwpoort,27.0,128.0,2015,07
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Rog,Bodemvis,Nieuwpoort,233.0,316.0,2015,07
Rode poon,Bodemvis,Nieuwpoort,51.0,56.0,2015,07
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Engelse poon,Bodemvis,Nieuwpoort,2.0,0.0,2015,07
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Zeeduivel,Bodemvis,Nieuwpoort,4.0,20.0,2015,07
Kongeraal,Bodemvis,Nieuwpoort,1.0,0.0,2015,07
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Zeebaars,Bodemvis,Nieuwpoort,6.0,78.0,2015,07
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2015,07
Hondshaai,Bodemvis,Nieuwpoort,94.0,36.0,2015,07
Zandhaai,Bodemvis,Nieuwpoort,134.0,44.0,2015,07
Andere soorten,Bodemvis,Nieuwpoort,12.0,6.0,2015,07
Horsmakereel,Pelagische Vis,Nieuwpoort,32.0,10.0,2015,07
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,07
Makreel,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,07
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,07
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,07
Garnaal,Schaal- en Weekdieren,Nieuwpoort,5826.0,42196.0,2015,07
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,07
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,07
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,43.0,22.0,2015,07
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,8.0,64.0,2015,07
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,07
Schelpen,Schaal- en Weekdieren,Nieuwpoort,65.0,240.0,2015,07
Inktvis,Schaal- en Weekdieren,Nieuwpoort,110.0,290.0,2015,07
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,07
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,07
Schelvis,Bodemvis,Oostende,2662.0,5768.0,2015,08
Kabeljauw,Bodemvis,Oostende,33238.0,97092.0,2015,08
Koolvis,Bodemvis,Oostende,88.0,160.0,2015,08
Wijting,Bodemvis,Oostende,4076.0,5804.0,2015,08
Pollak,Bodemvis,Oostende,534.0,2036.0,2015,08
Leng,Bodemvis,Oostende,567.0,1488.0,2015,08
Heek,Bodemvis,Oostende,5944.0,9324.0,2015,08
Steenbolk,Bodemvis,Oostende,1740.0,1222.0,2015,08
Schol,Bodemvis,Oostende,157958.0,233538.0,2015,08
Bot,Bodemvis,Oostende,9333.0,4866.0,2015,08
Schar,Bodemvis,Oostende,7145.0,5152.0,2015,08
Tong,Bodemvis,Oostende,44944.0,507638.0,2015,08
Tarbot,Bodemvis,Oostende,10328.0,115748.0,2015,08
Griet,Bodemvis,Oostende,6452.0,48392.0,2015,08
Tongschar,Bodemvis,Oostende,19415.0,94626.0,2015,08
Schartong,Bodemvis,Oostende,5923.0,13910.0,2015,08
Heilbot,Bodemvis,Oostende,5.0,72.0,2015,08
Hondstong,Bodemvis,Oostende,515.0,1490.0,2015,08
Rog,Bodemvis,Oostende,38214.0,74894.0,2015,08
Rode poon,Bodemvis,Oostende,4355.0,6720.0,2015,08
Grauwe poon,Bodemvis,Oostende,160.0,58.0,2015,08
Engelse poon,Bodemvis,Oostende,977.0,1292.0,2015,08
Zeewolf,Bodemvis,Oostende,1298.0,4028.0,2015,08
Zeeduivel,Bodemvis,Oostende,6307.0,70404.0,2015,08
Kongeraal,Bodemvis,Oostende,399.0,430.0,2015,08
Roodbaars,Bodemvis,Oostende,0.0,0.0,2015,08
Mul,Bodemvis,Oostende,2888.0,9818.0,2015,08
Zeebaars,Bodemvis,Oostende,536.0,7062.0,2015,08
Doornhaai,Bodemvis,Oostende,0.0,0.0,2015,08
Hondshaai,Bodemvis,Oostende,11689.0,6584.0,2015,08
Zandhaai,Bodemvis,Oostende,435.0,130.0,2015,08
Andere soorten,Bodemvis,Oostende,390.0,814.0,2015,08
Horsmakereel,Pelagische Vis,Oostende,3053.0,1176.0,2015,08
Haring,Pelagische Vis,Oostende,6.0,6.0,2015,08
Makreel,Pelagische Vis,Oostende,787.0,1842.0,2015,08
Sprot,Pelagische Vis,Oostende,0.0,0.0,2015,08
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2015,08
Garnaal,Schaal- en Weekdieren,Oostende,39849.0,148742.0,2015,08
Langoestine geheel,Schaal- en Weekdieren,Oostende,8684.0,64062.0,2015,08
Langoestine staartje,Schaal- en Weekdieren,Oostende,2551.0,20762.0,2015,08
Noordzeekrab,Schaal- en Weekdieren,Oostende,3098.0,4378.0,2015,08
Zeekreeft,Schaal- en Weekdieren,Oostende,145.0,1410.0,2015,08
Andere schaaldieren,Schaal- en Weekdieren,Oostende,5.0,8.0,2015,08
Schelpen,Schaal- en Weekdieren,Oostende,1551.0,5490.0,2015,08
Inktvis,Schaal- en Weekdieren,Oostende,14242.0,36492.0,2015,08
Wulk,Schaal- en Weekdieren,Oostende,643.0,874.0,2015,08
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2015,08
Schelvis,Bodemvis,Zeebrugge,7763.0,17982.0,2015,08
Kabeljauw,Bodemvis,Zeebrugge,62886.0,183298.0,2015,08
Koolvis,Bodemvis,Zeebrugge,330.0,636.0,2015,08
Wijting,Bodemvis,Zeebrugge,3040.0,5690.0,2015,08
Pollak,Bodemvis,Zeebrugge,1053.0,3840.0,2015,08
Leng,Bodemvis,Zeebrugge,1880.0,5412.0,2015,08
Heek,Bodemvis,Zeebrugge,8302.0,13692.0,2015,08
Steenbolk,Bodemvis,Zeebrugge,1974.0,2436.0,2015,08
Schol,Bodemvis,Zeebrugge,269456.0,413700.0,2015,08
Bot,Bodemvis,Zeebrugge,3447.0,1896.0,2015,08
Schar,Bodemvis,Zeebrugge,7866.0,6580.0,2015,08
Tong,Bodemvis,Zeebrugge,120041.0,1501300.0,2015,08
Tarbot,Bodemvis,Zeebrugge,15156.0,170212.0,2015,08
Griet,Bodemvis,Zeebrugge,11490.0,91382.0,2015,08
Tongschar,Bodemvis,Zeebrugge,38745.0,186218.0,2015,08
Schartong,Bodemvis,Zeebrugge,29311.0,66738.0,2015,08
Heilbot,Bodemvis,Zeebrugge,23.0,332.0,2015,08
Hondstong,Bodemvis,Zeebrugge,1682.0,4382.0,2015,08
Rog,Bodemvis,Zeebrugge,68146.0,132754.0,2015,08
Rode poon,Bodemvis,Zeebrugge,8118.0,11520.0,2015,08
Grauwe poon,Bodemvis,Zeebrugge,7598.0,2640.0,2015,08
Engelse poon,Bodemvis,Zeebrugge,803.0,448.0,2015,08
Zeewolf,Bodemvis,Zeebrugge,3606.0,14580.0,2015,08
Zeeduivel,Bodemvis,Zeebrugge,27359.0,288460.0,2015,08
Kongeraal,Bodemvis,Zeebrugge,1436.0,1434.0,2015,08
Roodbaars,Bodemvis,Zeebrugge,25.0,26.0,2015,08
Mul,Bodemvis,Zeebrugge,332.0,918.0,2015,08
Zeebaars,Bodemvis,Zeebrugge,731.0,9500.0,2015,08
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2015,08
Hondshaai,Bodemvis,Zeebrugge,25564.0,13280.0,2015,08
Zandhaai,Bodemvis,Zeebrugge,135.0,42.0,2015,08
Andere soorten,Bodemvis,Zeebrugge,228.0,292.0,2015,08
Horsmakereel,Pelagische Vis,Zeebrugge,0.0,0.0,2015,08
Haring,Pelagische Vis,Zeebrugge,6.0,6.0,2015,08
Makreel,Pelagische Vis,Zeebrugge,7.0,10.0,2015,08
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2015,08
Andere soorten,Pelagische Vis,Zeebrugge,0.0,0.0,2015,08
Garnaal,Schaal- en Weekdieren,Zeebrugge,8294.0,47088.0,2015,08
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,2067.0,10266.0,2015,08
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,865.0,6344.0,2015,08
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,17799.0,13556.0,2015,08
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,18.0,222.0,2015,08
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,35.0,84.0,2015,08
Schelpen,Schaal- en Weekdieren,Zeebrugge,3857.0,9852.0,2015,08
Inktvis,Schaal- en Weekdieren,Zeebrugge,13181.0,31086.0,2015,08
Wulk,Schaal- en Weekdieren,Zeebrugge,1232.0,1200.0,2015,08
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2015,08
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Kabeljauw,Bodemvis,Nieuwpoort,1.0,2.0,2015,08
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Wijting,Bodemvis,Nieuwpoort,4.0,2.0,2015,08
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Schol,Bodemvis,Nieuwpoort,132.0,174.0,2015,08
Bot,Bodemvis,Nieuwpoort,941.0,358.0,2015,08
Schar,Bodemvis,Nieuwpoort,9.0,8.0,2015,08
Tong,Bodemvis,Nieuwpoort,2612.0,39594.0,2015,08
Tarbot,Bodemvis,Nieuwpoort,6.0,32.0,2015,08
Griet,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Tongschar,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Hondstong,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Rog,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Rode poon,Bodemvis,Nieuwpoort,22.0,4.0,2015,08
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Mul,Bodemvis,Nieuwpoort,2.0,2.0,2015,08
Zeebaars,Bodemvis,Nieuwpoort,1.0,10.0,2015,08
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Hondshaai,Bodemvis,Nieuwpoort,0.0,0.0,2015,08
Zandhaai,Bodemvis,Nieuwpoort,100.0,32.0,2015,08
Andere soorten,Bodemvis,Nieuwpoort,21.0,714.0,2015,08
Horsmakereel,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,08
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,08
Makreel,Pelagische Vis,Nieuwpoort,13.0,32.0,2015,08
Sprot,Pelagische Vis,Nieuwpoort,10.0,10.0,2015,08
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2015,08
Garnaal,Schaal- en Weekdieren,Nieuwpoort,9695.0,48550.0,2015,08
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Inktvis,Schaal- en Weekdieren,Nieuwpoort,43.0,96.0,2015,08
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2015,08
Schelvis,Bodemvis,Oostende,1290.0,2348.0,2015,09
Kabeljauw,Bodemvis,Oostende,27458.0,86084.0,2015,09
Koolvis,Bodemvis,Oostende,72.0,164.0,2015,09
Wijting,Bodemvis,Oostende,3149.0,5244.0,2015,09
Pollak,Bodemvis,Oostende,272.0,800.0,2015,09
Leng,Bodemvis,Oostende,284.0,766.0,2015,09
Heek,Bodemvis,Oostende,1297.0,2870.0,2015,09
Steenbolk,Bodemvis,Oostende,2784.0,3032.0,2015,09
Schol,Bodemvis,Oostende,164121.0,272050.0,2015,09
Bot,Bodemvis,Oostende,19472.0,14740.0,2015,09
Schar,Bodemvis,Oostende,9281.0,7282.0,2015,09
Tong,Bodemvis,Oostende,51263.0,588030.0,2015,09
Tarbot,Bodemvis,Oostende,15428.0,156034.0,2015,09
Griet,Bodemvis,Oostende,9242.0,60766.0,2015,09
Tongschar,Bodemvis,Oostende,15766.0,82798.0,2015,09
Schartong,Bodemvis,Oostende,6167.0,12098.0,2015,09
Heilbot,Bodemvis,Oostende,4.0,54.0,2015,09
Hondstong,Bodemvis,Oostende,656.0,1064.0,2015,09
Rog,Bodemvis,Oostende,15034.0,35510.0,2015,09
Rode poon,Bodemvis,Oostende,10107.0,13542.0,2015,09
